start,end,today,deviceid,general_info/q6_organization,general_info/q7_assessment_code,general_info/assessment_type,general_info/gps,general_info/q2_date_assessment,general_info/q3_province,general_info/q4_district,general_info/q5_market_name_city,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_5_comodities_you_sell,s1_full_market_survey/q1_6_supplies_come_from,s1_full_market_survey/q1_6_1buy_locally,s1_full_market_survey/q1_6_2_another_city,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/pakistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/iran,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/kazakistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/tajikistan,s1_full_market_survey/q1_6_3_imported_directly_neighboring_country/uzbekistan,s1_full_market_survey/q1_7_you_your_supplier_face_problem,s1_full_market_survey/q1_7_you_your_supplier_face_problem/no_problem,s1_full_market_survey/q1_7_you_your_supplier_face_problem/higher_transportation_cost,s1_full_market_survey/q1_7_you_your_supplier_face_problem/insecurity_on_roads,s1_full_market_survey/q1_7_you_your_supplier_face_problem/very_high_insecurity_on_roads,s1_full_market_survey/q1_7_you_your_supplier_face_problem/other_transportation_problem,s1_full_market_survey/q1_7_1_you_your_supplier_face_problem_other,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/no_constraints,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/comodity_shortage_source_market,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/prices_at_source_market_exp,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/no_money_to_buy_stocks,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/not_enough_storage_space,s1_full_market_survey/q1_8_if_you_had_to_increase_your_sales/other,s1_full_market_survey/q1_8_1_if_you_had_to_increase_your_sales_other,s1_full_market_survey/q1_9_shortage_items,s1_full_market_survey/q1_9_1_shortage_items_yes,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_11_two_weeks_wheat_flour,s1_full_market_survey/q1_11_1_current_price_rice,s1_full_market_survey/q1_11_2_current_price_oil,s1_full_market_survey/q1_11_3_current_price_diesel,s1_full_market_survey/q1_12_new_stocks_wheat_flour,s1_full_market_survey/q1_12_1_new_stocks_rice,s1_full_market_survey/q1_12_2_new_stocks_oil,s1_full_market_survey/q1_12_3_new_stocks_diesel,s1_full_market_survey/q1_13_your_customers_face_security_constraints,s1_full_market_survey/q1_14_current_unskill_labor_wage,s1_full_market_survey/q1_15_functional_money_transfer_system,s1_full_market_survey/q1_15_1_functional_money_transfer,s1_full_market_survey/q1_15_1_functional_money_transfer/hawaladars,s1_full_market_survey/q1_15_1_functional_money_transfer/mobile_phone_agent,s1_full_market_survey/q1_15_1_functional_money_transfer/banks,s1_full_market_survey/q1_15_1_functional_money_transfer/remitance_agent,s1_full_market_survey/q1_15_1_functional_money_transfer/other,s1_full_market_survey/q1_15_2_functional_money_transfer_other,s1_full_market_survey/q1_16_displaced_people_rent_room,s1_full_market_survey/q1_16_1_why_not,s1_full_market_survey/q1_16_1_why_not/few_rooms_apartments,s1_full_market_survey/q1_16_1_why_not/don't_have_necessary_docs,s1_full_market_survey/q1_16_1_why_not/cant_afford_rent,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max,s1_full_market_survey/q1_18_other_important_info,S2_shortermarketsurvey/q2_3_current_price_wheat_flour,S2_shortermarketsurvey/q2_3_1_current_price_rice,S2_shortermarketsurvey/q2_3_2_current_price_oil,S2_shortermarketsurvey/q2_3_4_current_price_diesel,S2_shortermarketsurvey/q2_4_1_two_weeks_wheat_flour,S2_shortermarketsurvey/q2_4_2_current_price_rice,S2_shortermarketsurvey/q2_4_3_current_price_oil,S2_shortermarketsurvey/q2_4_4_current_price_diesel,S2_shortermarketsurvey/q2_5_1_new_stocks_wheat_flour,S2_shortermarketsurvey/q2_5_2_new_stocks_rice,S2_shortermarketsurvey/q2_5_3_new_stocks_oil,S2_shortermarketsurvey/q2_5_4_new_stocks_diesel,S2_shortermarketsurvey/q2_6_1_room_cost_min,S2_shortermarketsurvey/q2_6_2_room_cost_max,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,_duration,_submitted_by,_xform_id
2017-11-14T10:15:43.603+04:30,2017-11-14T10:24:53.253+04:30,2017-11-14,357103074859480,NRC,A-JAA-022,short_market_survey,,2017-11-14,Nangarhar,Khogyani,Chamtala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,74,67,55,24,70,65,55,15,30,30,6,1500,4500,uuid:6e54a156-5045-49e0-b60c-6e9e8960124c,21869013,6e54a156-5045-49e0-b60c-6e9e8960124c,2017-11-14 6:03:23,154,,-1,,,201708201140,550,erm_afg_user,231207
2017-11-14T10:25:01.726+04:30,2017-11-14T10:28:37.704+04:30,2017-11-14,357103074859480,NRC,A-JAA-022,short_market_survey,,2017-11-14,Nangarhar,Khogyani,Chamtala ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,74,68,54,25,65,69,54,15,25,30,6,1500,4500,uuid:08e21d8f-0f70-4a1a-8a56-59223820ad68,21869014,08e21d8f-0f70-4a1a-8a56-59223820ad68,2017-11-14 6:05:52,155,,-1,,,201708201140,216,erm_afg_user,231207
2017-11-14T10:28:52.258+04:30,2017-11-14T10:31:32.525+04:30,2017-11-14,357103074859480,NRC,A-JAA-022,short_market_survey,,2017-11-14,Nangarhar,Khogyani,Chamtala ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,72,68,55,25,65,72,54,15,25,30,6,1500,4500,uuid:c8b47bd1-3422-4440-9271-4430b83f75d4,21869016,c8b47bd1-3422-4440-9271-4430b83f75d4,2017-11-14 6:03:24,156,,-1,,,201708201140,160,erm_afg_user,231207
2017-11-14T09:57:35.106+04:30,2017-11-14T10:24:15.364+04:30,2017-11-14,353620075678308,PIN,P009,full_market_survey,,2017-11-14,Logar,Mohammad_Agha,zahid Abad ,large,well_function_busy,food_items,another_city_afghanistan,,Jalalabad,,,,,,,higher_transportation_cost,FALSE,TRUE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,81,86,50,25,81,86,50,7,7,3,7,no,300,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,6000,12000,0 ,,,,,,,,,,,,,,,uuid:664f7bb8-5b76-4b47-9f79-a55d70c4be7f,21870449,664f7bb8-5b76-4b47-9f79-a55d70c4be7f,2017-11-14 7:01:59,157,,-1,,,201708201140,1600,erm_afg_user,231207
2017-11-14T11:09:38.027+04:30,2017-11-14T11:13:42.518+04:30,2017-11-14,353620075678308,PIN,P009,full_market_survey,,2017-11-14,Logar,Mohammad_Agha,Zahid Abad bazaar,large,well_function_busy,food_items,another_city_afghanistan,,Jalalabad,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,82,87,50,26,82,87,50,7,7,3,7,no,300,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,5000,10000,0 ,,,,,,,,,,,,,,,uuid:3fbefa3c-c387-47ff-a167-e11d21c9dda4,21871714,3fbefa3c-c387-47ff-a167-e11d21c9dda4,2017-11-14 7:53:33,158,,-1,,,201708201140,244,erm_afg_user,231207
2017-11-14T11:13:55.603+04:30,2017-11-14T11:17:50.706+04:30,2017-11-14,353620075678308,PIN,P009,full_market_survey,,2017-11-14,Logar,Mohammad_Agha,Zahid Abad bazaar ,large,well_function_busy,food_items,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,81,87,50,25,81,86,50,7,7,4,3,no,300,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,6000,10000,0 ,,,,,,,,,,,,,,,uuid:7acb45db-7fe6-4ff3-9692-ee88f2fd7db0,21871715,7acb45db-7fe6-4ff3-9692-ee88f2fd7db0,2017-11-14 7:56:03,159,,-1,,,201708201140,235,erm_afg_user,231207
2017-11-15T13:09:33.676+04:30,2017-11-15T13:27:30.452+04:30,2017-11-15,357103074859480,NRC,A-JAA-022,full_market_survey,,2017-11-15,Nangarhar,Khogyani,Chamtala,medium,moderate_function,food_items,another_city_afghanistan,,Jalalabad,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,not_enough_storage_space,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,no,,26,74,67,55,24,70,65,55,15,30,30,6,no,300,no,,,,,,,,yes,,,,,1500,4500,No,,,,,,,,,,,,,,,uuid:f7fdb4ee-614c-4ac0-a0fb-c094f6271b6b,21907148,f7fdb4ee-614c-4ac0-a0fb-c094f6271b6b,2017-11-15 9:00:50,160,,-1,,,201708201140,1077,erm_afg_user,231207
2017-11-15T13:18:07.552+04:30,2017-11-15T13:27:16.644+04:30,2017-11-15,357103074859480,NRC,A-JAA-022,full_market_survey,,2017-11-15,Nangarhar,Khogyani,Chamtala,medium,moderate_function,food_items,another_city_afghanistan,,Jalalabad,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints not_enough_storage_space,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,no,,26,74,68,54,25,65,69,54,15,25,30,6,no,300,no,,,,,,,,yes,,,,,1500,4500,No,,,,,,,,,,,,,,,uuid:9cdef0b4-9f5e-4c58-ac1a-e37b6d81929f,21907149,9cdef0b4-9f5e-4c58-ac1a-e37b6d81929f,2017-11-15 8:58:19,161,,-1,,,201708201140,549,erm_afg_user,231207
2017-11-15T13:22:45.378+04:30,2017-11-15T13:27:04.749+04:30,2017-11-15,357103074859480,NRC,A-JAA-022,full_market_survey,,2017-11-15,Nangarhar,Khogyani,Chamtala,medium,moderate_function,food_items,another_city_afghanistan,,Jalalabad,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,72,68,55,25,65,72,54,15,25,30,6,no,300,no,,,,,,,,yes,,,,,1500,4500,No,,,,,,,,,,,,,,,uuid:14431689-c223-4c92-94e8-8e9145e2f12f,21907150,14431689-c223-4c92-94e8-8e9145e2f12f,2017-11-15 9:00:52,162,,-1,,,201708201140,259,erm_afg_user,231207
2017-11-15T11:01:53.041+04:30,2017-11-15T13:18:12.530+04:30,2017-11-15,357103074861841,NRC,A-JAA-021,full_market_survey,,2017-11-14,Nangarhar,Khogyani,Kaga,medium,moderate_function,food_items,another_city_afghanistan,,Jalalabad,,,,,,,higher_transportation_cost other_transportation_problem,FALSE,TRUE,FALSE,FALSE,TRUE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,76,66,50,26,76,66,50,3,2,3,3,no,300,no,,,,,,,,no,few_rooms_apartments,TRUE,FALSE,FALSE,1200,3000,Kaga ,,,,,,,,,,,,,,,uuid:d731faf5-9c30-4807-80f4-412e21d621e0,21907215,d731faf5-9c30-4807-80f4-412e21d621e0,2017-11-15 9:00:27,163,,-1,,,201708201140,8179,erm_afg_user,231207
2017-11-15T13:18:21.430+04:30,2017-11-15T13:23:18.397+04:30,2017-11-15,357103074861841,NRC,A-JAA-021,full_market_survey,,2017-11-14,Nangarhar,Khogyani,Kaga bzaar,medium,moderate_function,food_and_nfi,another_city_afghanistan,,Jalalabad,,,,,,,higher_transportation_cost other_transportation_problem,FALSE,TRUE,FALSE,FALSE,TRUE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,78,65,50,26,78,65,50,7,15,5,7,no,300,no,,,,,,,,yes,,,,,1500,4500,,,,,,,,,,,,,,,,uuid:0ce8ed69-2f7b-4b83-839b-8e1f99f570c6,21907218,0ce8ed69-2f7b-4b83-839b-8e1f99f570c6,2017-11-15 9:02:59,164,,-1,,,201708201140,297,erm_afg_user,231207
2017-11-15T13:23:24.791+04:30,2017-11-15T13:29:44.221+04:30,2017-11-15,357103074861841,NRC,A-JAA-021,full_market_survey,,2017-11-14,Nangarhar,Khogyani,Kaga bazaar ,medium,moderate_function,food_items,another_city_afghanistan,,Jalalabad,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,don't_know,,25,78,66,50,25,78,66,50,7,10,7,5,no,300,no,,,,,,,,no,few_rooms_apartments,TRUE,FALSE,FALSE,1000,3000,,,,,,,,,,,,,,,,uuid:47640013-8248-4b16-ae0d-b90a25365794,21907219,47640013-8248-4b16-ae0d-b90a25365794,2017-11-15 9:00:28,165,,-1,,,201708201140,380,erm_afg_user,231207
2017-11-19T09:45:00.623+04:30,2017-11-19T12:30:31.676+04:30,2017-11-19,353620075667814,NRC,A-KDZ-0026,full_market_survey,,2017-11-19,Kunduz,Kunduz,Ariana,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,24,52,80,50,23,52,80,50,23,20,15,25,no,250,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,1250,2600,NA,,,,,,,,,,,,,,,uuid:b54d899c-6286-449c-8bce-8651a317032c,22092452,b54d899c-6286-449c-8bce-8651a317032c,2017-11-19 8:05:04,166,,-1,,,201708201140,9931,erm_afg_user,231207
2017-11-19T09:58:47.249+04:30,2017-11-19T12:30:47.843+04:30,2017-11-19,353620075667814,NRC,A-KDZ-0026,full_market_survey,,2017-11-19,Kunduz,Kunduz,ariana,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kunduz,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,23,58,80,50,23,58,80,50,13,10,14,14,no,200,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,1200,2400,NA,,,,,,,,,,,,,,,uuid:0ea629f3-f92e-484e-93dd-9e66eb24e24c,22092455,0ea629f3-f92e-484e-93dd-9e66eb24e24c,2017-11-19 8:05:06,167,,-1,,,201708201140,9120,erm_afg_user,231207
2017-11-19T12:23:02.458+04:30,2017-11-19T12:30:59.650+04:30,2017-11-19,353620075667814,NRC,A-KDZ-0026,full_market_survey,,2017-11-19,Kunduz,Kunduz,ariana,large,well_function_busy,food_items,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,23,50,80,50,23,50,80,48,23,20,30,25,no,250,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,1500,2800,NA,,,,,,,,,,,,,,,uuid:9f6f276d-8644-498e-a532-028bb596853b,22092456,9f6f276d-8644-498e-a532-028bb596853b,2017-11-19 8:02:26,168,,-1,,,201708201140,477,erm_afg_user,231207
2017-11-19T13:30:46.585+04:30,2017-11-19T14:07:47.212+04:30,2017-11-19,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-19,Kandahar,Zheray,Zhery Bazar,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kandahar,,,,,,,insecurity_on_roads,FALSE,FALSE,TRUE,FALSE,FALSE,,not_enough_storage_space,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,don't_know,,28,90,82,50,29,91,83,51,2,3,2,2,no,300,no,,,,,,,,no,don't_have_necessary_docs,FALSE,TRUE,FALSE,900,1100,Nill,,,,,,,,,,,,,,,uuid:4013e382-57d2-401c-90ce-0f7356a43286,22094145,4013e382-57d2-401c-90ce-0f7356a43286,2017-11-19 9:41:42,169,,-1,,,201708201140,2221,erm_afg_user,231207
2017-11-19T13:48:19.728+04:30,2017-11-19T14:07:56.856+04:30,2017-11-19,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-19,Kandahar,Zheray,Zerey Bazar,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kandahar,,,,,,,insecurity_on_roads,FALSE,FALSE,TRUE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,27,85,79,50,29,85,80,50,2,3,3,2,no,250,no,,,,,,,,yes,,,,,1000,1100,Nill,,,,,,,,,,,,,,,uuid:7cfa1bfc-e4d7-48d6-bb35-174ac8797d51,22094146,7cfa1bfc-e4d7-48d6-bb35-174ac8797d51,2017-11-19 9:38:59,170,,-1,,,201708201140,1177,erm_afg_user,231207
2017-11-19T13:53:33.954+04:30,2017-11-19T14:08:09.699+04:30,2017-11-19,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-19,Kandahar,Zheray,Zerey Bazar,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kandahar,,,,,,,insecurity_on_roads,FALSE,FALSE,TRUE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,26,84,80,50,27,85,80,50,2,3,2,3,no,250,no,,,,,,,,yes,,,,,900,1000,Nill,,,,,,,,,,,,,,,uuid:c1a7d202-75c6-44bc-86d0-7e035bc06c1d,22094147,c1a7d202-75c6-44bc-86d0-7e035bc06c1d,2017-11-19 9:41:43,171,,-1,,,201708201140,876,erm_afg_user,231207
2017-11-20T11:17:56.533+04:30,2017-11-20T11:39:12.807+04:30,2017-11-20,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-20,Kandahar,Spinboldak,Boldak Bazar,large,well_function_busy,food_and_nfi,import,,,pakistan,TRUE,FALSE,FALSE,FALSE,FALSE,higher_transportation_cost,FALSE,TRUE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,28,83,91,50,29,84,91,51,3,2,3,2,no,225,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,800,1000,Nill,,,,,,,,,,,,,,,uuid:c272c490-e2a7-42a2-acd8-2f377f80ed10,22113151,c272c490-e2a7-42a2-acd8-2f377f80ed10,2017-11-20 7:11:04,172,,-1,,,201708201140,1276,erm_afg_user,231207
2017-11-20T11:26:16.593+04:30,2017-11-20T11:39:23.957+04:30,2017-11-20,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-20,Kandahar,Spinboldak,Boldak Bazar,large,well_function_busy,food_and_nfi,import,,,pakistan,TRUE,FALSE,FALSE,FALSE,FALSE,higher_transportation_cost,FALSE,TRUE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,28,83,91,50,29,84,92,50,3,2,3,2,no,225,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,700,950,Nill,,,,,,,,,,,,,,,uuid:a8e3cc4f-55a3-4d6c-8d79-8b35c516cb29,22113152,a8e3cc4f-55a3-4d6c-8d79-8b35c516cb29,2017-11-20 7:13:51,173,,-1,,,201708201140,787,erm_afg_user,231207
2017-11-20T11:34:21.228+04:30,2017-11-20T11:39:36.159+04:30,2017-11-20,355755082663600,NRC,A-KDH-017,full_market_survey,,2017-11-20,Kandahar,Spinboldak,Boldak Bazar,large,well_function_busy,food_and_nfi,import,,,pakistan,TRUE,FALSE,FALSE,FALSE,FALSE,higher_transportation_cost,FALSE,TRUE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,28,83,92,51,29,85,93,52,2,3,2,3,no,225,yes,hawaladars banks,TRUE,FALSE,TRUE,FALSE,FALSE,,yes,,,,,800,1000,Nill,,,,,,,,,,,,,,,uuid:9c0c31d7-c7b4-46e4-a2eb-42a021b65112,22113153,9c0c31d7-c7b4-46e4-a2eb-42a021b65112,2017-11-20 7:11:05,174,,-1,,,201708201140,315,erm_afg_user,231207
2017-11-20T13:20:56.442+04:30,2017-11-20T13:26:11.201+04:30,2017-11-20,353620075664662,NRC,A-BDG-020,full_market_survey,,2017-11-20,Badghis,Qala_e_Naw,Qanata Market ,small,well_function_busy,food_items,another_city_afghanistan,,Qala e Naw,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,32,61,70,50,32,75,70,50,30,25,38,40,no,110,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,1500,3000,,,,,,,,,,,,,,,,uuid:042f9ad0-9d3f-406e-bc62-13fd7f59a4f1,22119898,042f9ad0-9d3f-406e-bc62-13fd7f59a4f1,2017-11-20 9:06:16,175,,-1,,,201708201140,315,,231207
2017-11-20T13:26:21.117+04:30,2017-11-20T13:30:31.364+04:30,2017-11-20,353620075664662,NRC,A-BDG-020,full_market_survey,,2017-11-20,Badghis,Qala_e_Naw,Market Qanata ,small,well_function_busy,food_items,another_city_afghanistan,,Qala e Naw,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,32,59,70,50,32,80,70,52,35,30,27,38,no,120,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,2000,3500,,,,,,,,,,,,,,,,uuid:b798b781-6063-4c13-b88f-9ba7f14cc49f,22119915,b798b781-6063-4c13-b88f-9ba7f14cc49f,2017-11-20 9:09:12,176,,-1,,,201708201140,250,,231207
2017-11-20T13:30:38.176+04:30,2017-11-20T13:35:12.773+04:30,2017-11-20,353620075664662,NRC,A-BDG-020,full_market_survey,,2017-11-20,Badghis,Qala_e_Naw,Market Qanata ,small,well_function_busy,food_items,another_city_afghanistan,,Qala e Naw,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,32,62,70,50,32,70,70,50,32,25,25,28,no,120,yes,hawaladars,TRUE,FALSE,FALSE,FALSE,FALSE,,yes,,,,,1200,2500,,,,,,,,,,,,,,,,uuid:4d7d6433-37d9-4ceb-b6f1-b37a3b0b9533,22119932,4d7d6433-37d9-4ceb-b6f1-b37a3b0b9533,2017-11-20 9:06:29,177,,-1,,,201708201140,274,,231207
2017-11-20T13:26:54.212+04:30,2017-11-20T13:37:04.812+04:30,2017-11-20,353423068480331,ACTED,A023,full_market_survey,35.93787167 68.71865759 636.0 5.0,2017-11-20,Baghlan,Pul_e_khumri,????? ??? ??????,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Pul_e_khumri,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,25,90,88,50,25,90,88,50,7,7,7,30,no,400,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,3000,5000,?? ????? ??? ?????? ?????????? ???? ?????? ???? ???? ???? ?????? ??? ?????? ????? ?? ?????? ??? ???? ?????,,,,,,,,,,,,,,,uuid:7a9b7135-5c12-40af-9ebd-d2fd5160a0db,22122174,7a9b7135-5c12-40af-9ebd-d2fd5160a0db,2017-11-20 9:28:08,178,,-1,,,201708201140,610,erm_afg_user,231207
2017-11-20T13:38:54.531+04:30,2017-11-20T13:47:05.784+04:30,2017-11-20,353423068480331,ACTED, A023,full_market_survey,35.93804897 68.7188277 638.0 5.0,2017-11-20,Baghlan,Pul_e_khumri,????? ??? ??????,large,well_function_busy,food_and_nfi,import,,,pakistan,TRUE,FALSE,FALSE,FALSE,FALSE,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,24,82,85,50,24,82,85,50,3,90,3,30,no,400,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,3500,4500,?? ????? ??? ?????? ???? ?????? ???? ?????? ???? ???? ???? ?????? ??? ?????? ????? ??? ???? ???????.,,,,,,,,,,,,,,,uuid:34ed2928-e291-4791-a91e-b02dd9977607,22122175,34ed2928-e291-4791-a91e-b02dd9977607,2017-11-20 9:30:55,179,,-1,,,201708201140,491,erm_afg_user,231207
2017-11-20T13:50:12.647+04:30,2017-11-20T13:56:47.740+04:30,2017-11-20,353423068480331,ACTED,A023,full_market_survey,35.93832039 68.71889712 629.0 5.0,2017-11-20,Baghlan,Pul_e_khumri,????? ??? ??????,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,27,83,103,50,24,100,110,50,10,15,3,40,no,400,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,3500,4000,??????? ??? ?????? ???? ?????? ?????????? ???? ???? ???? ?????? ??? ?????? ????? ??? ???? ???????.,,,,,,,,,,,,,,,uuid:2c652b9f-8c0d-4239-878a-a354e016ae0a,22122177,2c652b9f-8c0d-4239-878a-a354e016ae0a,2017-11-20 9:28:09,180,,-1,,,201708201140,395,erm_afg_user,231207
2017-11-21T09:17:08.996+04:30,2017-11-21T09:26:40.229+04:30,2017-11-21,353620073880542,PIN,P042,full_market_survey,,2017-11-21,Balkh,Mazar_e_Sharif,Mandawi ,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_constraints,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,no,,24,60,85,50,24,60,85,47,3,1,1,1,no,300,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,no,cant_afford_rent,FALSE,FALSE,TRUE,3000,3800,,,,,,,,,,,,,,,,uuid:408cff27-ac4e-4a58-8ac3-1e545831941b,22168934,408cff27-ac4e-4a58-8ac3-1e545831941b,2017-11-21 6:19:03,181,,-1,,,201708201140,572,erm_afg_user,231207
2017-11-21T09:39:34.296+04:30,2017-11-21T09:49:52.837+04:30,2017-11-21,353620073880542,PIN,P042,full_market_survey,,2017-11-21,Balkh,Mazar_e_Sharif,MdirQayum ,large,well_function_busy,food_and_nfi,another_city_afghanistan,,Kabul,,,,,,,no_problem,TRUE,FALSE,FALSE,FALSE,FALSE,,no_money_to_buy_stocks,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,no,,25,65,84,50,25,64,83,50,1,1,1,1,no,340,yes,hawaladars banks remitance_agent,TRUE,FALSE,TRUE,TRUE,FALSE,,yes,,,,,3500,4000,,,,,,,,,,,,,,,,uuid:3fbe5883-7aa4-4d61-a889-60f85168d2b0,22168936,3fbe5883-7aa4-4d61-a889-60f85168d2b0,2017-11-21 6:21:53,182,,-1,,,201708201140,618,erm_afg_user,231207
