today,general_infoq5_organization,general_infoq1_province,general_infoq2_district,s2_cash_distribution_processq2_1_do_u_think_gave_right_people,s2_cash_distribution_processq2_3_how_mach_cash,s2_cash_distribution_processq2_5_travel_more_than_1_hour,s2_cash_distribution_processq2_6_feel_unsafe_when_travelling,s3_use_of_cash_assistanceq3_4_cash_improved_wellbeing_ur_hhd,s3_use_of_cash_assistanceq3_5_1_food,s3_use_of_cash_assistanceq3_5_2_kitchen_items_nfis,s3_use_of_cash_assistanceq3_5_3_hygiene_items_nfis,s3_use_of_cash_assistanceq3_5_4_clothes_nfis,s3_use_of_cash_assistanceq3_5_5_blankets_nfis,s3_use_of_cash_assistanceq3_5_6_rent,s3_use_of_cash_assistanceq3_5_7_shelter_repair,s3_use_of_cash_assistanceq3_5_8_health,s3_use_of_cash_assistanceq3_5_9_transportation,s3_use_of_cash_assistanceq3_5_10_utillites,s3_use_of_cash_assistanceq3_5_11_debt_repayment,s3_use_of_cash_assistanceq3_5_12_education,s3_use_of_cash_assistanceq3_5_13_saved,s5_multi_sector_outcome_indexq5_4_debt_compared,@_uuid,CSI,rCSI_newThreshold,FCS,FCS_Level,FCS_rCSI
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,almost_all,,,same,0d96d7ec-4b95-4162-9ee3-21434d276c02,2,3,17.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,more_than_half,,,,,,less,87ac5fc6-4801-433b-8b59-963b413e7482,3,3,21.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,more_than_half,,more_than_half,,,,,,same,23a78b1f-6fc0-4730-8af2-e937da9e725a,2,3,17.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,same,8eb1946c-522e-4766-bcc7-aee64a9702fe,3,3,26.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,less_than_half,more_than_half,,,,more_than_half,,,,,,more,80f2f08a-1f09-431e-b498-f03b48b05c43,2,3,18.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,more_than_half,,,,,more_than_half,,,,more_than_half,,,more,35ce8426-fa58-4101-a15f-8ed3e10fa6a5,3,3,19.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,more_than_half,,,more_than_half,,,more_than_half,,,same,ae2f885f-db30-4bfc-9ed4-509ee4c62ddc,3,3,16.5,1,2
2017-08-27,NRC,Sar_e_Pul,Sar_e_Pul,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,less_than_half,,more_than_half,,,more,9463d88f-a829-42c2-8282-43ad41ce4388,2,3,18.5,1,2
2017-08-27,DRC,Hirat,Hirat,yes,26000,yes,no,yes_improved_a_lot,more_than_half,almost_nothing,,,,almost_nothing,,less_than_half,,almost_nothing,less_than_half,,,less,21bfb6eb-38ad-43ed-8688-ac28cf7bbbe7,3,3,34,2,3
2017-08-27,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,almost_nothing,,,almost_nothing,almost_nothing,,more_than_half,,,less_than_half,,,same,0f8b6de6-fd65-4c42-8ec2-d2780897a2f8,13,1,25.5,1,1
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,same,e497f911-fbf7-4df5-9991-6c4a4ddc65df,5,2,37.5,2,2
2017-08-28,NRC,Nangarhar,Behsud,yes,29999,no,yes,yes_improved_a_lot,less_than_half,,,,,more_than_half,,,,,,less_than_half,,less,5fb259ed-6929-4bb4-b0fb-dd5f885a7675,0,3,43.5,3,3
2017-08-28,NRC,Nangarhar,Behsud,yes,29999,yes,yes,yes_improved_a_little,less_than_half,more_than_half,,less_than_half,,less_than_half,,,,,,,,less,b143fb48-214e-49b3-b92f-510316227c81,0,3,43.5,3,3
2017-08-28,NRC,Nangarhar,Behsud,yes,29999,yes,yes,yes_improved_a_little,less_than_half,,less_than_half,,,less_than_half,,,,,,,less_than_half,less,c6c72a80-030a-410d-9436-58bbff972de5,0,3,43.5,3,3
2017-08-28,NRC,Nangarhar,Kuz_Kunar,yes,29999,yes,yes,yes_improved_a_lot,less_than_half,less_than_half,,,,,,more_than_half,,,,,,less,49f97d80-a3a9-4920-ac05-f57537e0dc4b,0,3,43.5,3,3
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,almost_all,,,,,,,,,,,,,same,53af1f41-2f59-4a06-996e-cd7d7ad98c48,8,2,51,3,3
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,e2168af3-bdd9-4b1b-892f-3d1c1dbdfd38,3,3,50,3,3
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,b5c443e9-f035-4dc6-9717-85648838b6ae,2,3,30.5,2,3
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,almost_all,,,,,,,,,,,,,same,702da1f8-5a87-4971-a660-953431c1438a,4,2,35.5,2,2
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,almost_all,,,,,,,,,,,,,less,341a5784-9684-4686-8489-7fd455adc3c4,3,3,35,2,3
2017-08-28,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,more,9f5ce458-f8fd-4c91-b3fe-f32ea493c75e,3,3,32,2,3
2017-08-28,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,almost_nothing,almost_nothing,,almost_nothing,almost_nothing,,same,2e7dc324-23b1-4b94-ac44-1c48ba4e14ea,8,2,53.5,3,3
2017-08-28,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,almost_nothing,almost_nothing,,,,almost_nothing,,less_than_half,,,same,c6e05bf8-a7b2-4b8d-9719-4c2d1a4a3679,7,2,57.5,3,3
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,more_than_half,,more_than_half,,,,,more_than_half,,,same,f0dffc62-04af-4718-8b30-19979d409ff3,2,3,22.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,less_than_half,,more_than_half,,,,,,,,more,50d3668c-9238-4d29-ac0c-7e92f019b065,3,3,27.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,more_than_half,more_than_half,,less_than_half,,,,more_than_half,,,more_than_half,,,more,16bdc2ac-909c-40e7-bb2f-2e2f07508b3c,3,3,19.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,almost_nothing,more_than_half,,more_than_half,,,,,,,more_than_half,,,more,5efafc81-3eac-483d-ad28-7a337b151010,3,3,22.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,almost_nothing,,,,,more_than_half,,more_than_half,,,,,,same,acdc821f-0231-470a-a1e3-abf7ee06939c,2,3,47.5,3,3
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,less,187dd205-f6a5-483c-8824-36ebd80d2645,2,3,19.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,more_than_half,,,,more_than_half,,,,,,same,cbf92e22-536f-4ee8-9684-dc93588cc5e5,2,3,19.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,more_than_half,,,,more_than_half,,,,,,same,42a3c40f-234e-44d0-b048-c94180972baf,3,3,17.5,1,2
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,less_than_half,,,,,more_than_half,,,,,,less,d9cf1203-89c7-40bb-ba4a-a61d86395b08,7,2,27.5,1,1
2017-08-28,NRC,Sar_e_Pul,Sar_e_Pul,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,more_than_half,,,more_than_half,,,less,19690ed7-5aaf-4e2a-b6da-4c7debeed595,3,3,26.5,1,2
2017-08-28,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,almost_nothing,,,less,c173273b-b6c5-464d-9402-87028e1d9ff5,20,1,20.5,1,1
2017-08-28,DRC,Hirat,Injil,yes,26000,no,no,yes_improved_a_lot,almost_nothing,,,,,,,less_than_half,almost_nothing,,more_than_half,,,less,3e5d4153-f32b-4a59-97f9-31bb768d287a,12,1,36.5,2,1
2017-08-28,DRC,Hirat,Injil,yes,26000,yes,no,yes_improved_a_lot,more_than_half,,,,,almost_nothing,,almost_nothing,,,less_than_half,,,less,2958393b-fe9a-4fb7-9331-a1b089544b78,14,1,24,1,1
2017-08-28,DRC,Hirat,Hirat,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,almost_nothing,,almost_nothing,,less_than_half,,,less_than_half,,,less,62086d61-1eb5-4c81-a160-b4e543a64e96,9,2,25.5,1,1
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,f99c2039-e52f-4d80-b179-a22213b3db22,3,3,45.5,3,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,more_than_half,,,,less_than_half,,,,same,e00c91f6-ab4a-4e1c-a83f-f0e25d6d9c41,3,3,45.5,3,3
2017-08-29,ACTED,Baghlan,Baghlan_e_Jadid,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,more_than_half,,,same,adb6e9df-268e-40ed-8ead-6d2f83f27789,3,3,50.5,3,3
2017-08-29,ACTED,Baghlan,Baghlan_e_Jadid,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,more_than_half,,less_than_half,,,,,,same,1f2e92fe-e3e0-43de-af5e-3679e9478712,3,3,50.5,3,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,more_than_half,,,,,,,,same,7dd5fec4-0bb4-49c9-a101-25e555b515bf,3,3,33,2,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,more_than_half,,,,,,,,same,5f2593a4-e4ae-4390-9d09-e09c782c7ac9,3,3,51.5,3,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,more_than_half,,,,,less_than_half,,,same,28e4e7ce-47fc-4e61-8c6d-046470665c13,5,2,50.5,3,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,more_than_half,,,,less_than_half,,,,same,95e2dc06-10a8-4161-98e5-3aed8514fdbf,5,2,38.5,2,2
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,more_than_half,,,,,less_than_half,,,same,16c6bd2b-1d6a-4f0b-812e-c01e4331fb59,4,2,55.5,3,3
2017-08-29,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,less_than_half,,,,,more_than_half,,,same,4225d178-0bc8-4b16-aec1-8e1964fe89ac,3,3,38.5,2,3
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,less_than_half,,,,same,86d150df-a681-4d7b-a1fc-d7566af109cd,8,2,28.5,2,2
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,same,2e6789f5-4539-4e07-a00d-a01c5063add3,5,2,28.5,2,2
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,less_than_half,less_than_half,,,,,,,,same,6c2119f7-73bb-4dca-a1f8-0893501d265d,5,2,26,1,1
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,70c7572b-82d5-419a-a907-1a7bd39e41fd,3,3,30,2,3
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_lot,less_than_half,more_than_half,,,,less_than_half,,,,,,,,same,db67d2a1-33d6-48c6-9f7a-01aff2890d8d,2,3,55.5,3,3
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,more_than_half,,,,,,less,0c35cc4e-710b-4359-adc5-1babe0a2d9de,10,1,34,2,1
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_little,less_than_half,,,,,,,more_than_half,less_than_half,,,,,less,9dc3b091-b520-4294-858d-dbaff76fe425,4,2,44.5,3,3
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,less_than_half,,,,,,same,c7a318cc-6a64-441c-983e-ef36994554f7,7,2,45.5,3,3
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_little,less_than_half,,,,,,less_than_half,,,,,,,less,c365adc6-61fe-4a3f-bef4-50536d29a17e,10,1,45,3,2
2017-08-30,ACTED,Takhar,Taloqan,yes,30000,no,no,yes_improved_a_little,less_than_half,,,,,,,,,,less_than_half,,,same,eadf19fc-a2cf-4369-a4c6-41edd900829d,3,3,46,3,3
2017-09-05,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,less_than_half,,,,,,,,,,,,same,ecee6b1e-4893-4499-b9df-199f00324bb7,1,3,4.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,96effc7c-5c3d-4e60-9a7e-9edd3940c207,2,3,12.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,4984c6ad-7ddd-4287-a8ad-dd718fc4152a,2,3,11,1,2
2017-09-05,ACTED,Faryab,Maymana,no_some_richer_households_got_assistance,14000,yes,no,yes_improved_a_little,almost_all,,,,,,,,,,,,,same,5b13e3dd-ef1a-4969-a58f-8f958b720514,6,2,14,1,1
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,93ccebfd-64de-4fe8-a3c4-f4a62537dd30,6,2,31,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,7b746f3d-e033-40fc-a1b8-f794675a622a,3,3,34,2,3
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,a1f44671-441d-47c4-bf12-bcd88b21cd43,2,3,41.5,2,3
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,same,62c01757-4cf9-4fc1-a7de-7a16a0504d54,4,2,31,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,less_than_half,,less_than_half,,,,,,,,same,d3aa406b-fc09-43cf-951e-f8a99121ef04,6,2,40.5,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,,,less_than_half,,,,same,f4563420-ace2-4fe9-a58f-8eef83cb8cf8,8,2,36,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,0a0d2216-c663-4412-802f-fc2cb8b597eb,6,2,40.5,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,2563af5d-699a-4d45-bf68-c7f9e4a07391,7,2,35.5,2,2
2017-09-05,ACTED,Takhar,Rostaq,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,1a5f31ca-142d-4cc1-b78e-e8eeee62cf67,5,2,34.5,2,2
2017-09-05,ACTED,Takhar,Taloqan,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,less_than_half,,,,,,same,7070d688-9b33-444d-bfb1-5649c86a8aa3,2,3,42.5,3,3
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,same,bc16e771-cffc-4376-b56c-af93fb3ec3d9,1,3,4.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,almost_nothing,,,,,less_than_half,,less_than_half,,,,,,same,59071546-981d-4399-ba58-a85daa7d82be,1,3,4.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,,,,,,,,,less,65579aa9-6e23-44b0-8171-b81dca1888da,1,3,8.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,more,93d0785e-9ee4-47c7-841c-1247b6cc6d5d,3,3,9.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,more,62c5f9c3-eeca-48c5-8241-0b033d44b442,1,3,11.5,1,2
2017-09-05,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,less_than_half,,,less,06d32468-0a6e-4904-9a6e-048ba9532bc1,0,3,8.5,1,2
2017-09-05,DRC,Laghman,Mehtarlam,yes,30000,yes,no,yes_improved_a_little,less_than_half,,,almost_nothing,,less_than_half,,,,,more_than_half,,,same,bf175b94-5f5d-4efc-8920-bad9952627b1,21,1,55.5,3,2
2017-09-05,DRC,Laghman,Mehtarlam,no_some_needy_people_did_not_get_assistance,30000,no,no,yes_improved_a_lot,almost_nothing,almost_nothing,,less_than_half,,less_than_half,,,,,more_than_half,,,less,e7e8b61e-0309-4824-bdd5-2cc7491699cd,16,1,35.5,2,1
2017-09-06,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,84c9a898-ab5d-4aed-8383-e856bed69713,6,2,12,1,1
2017-09-06,ACTED,Faryab,Maymana,yes,14000,yes,no,yes_improved_a_little,more_than_half,,,,,,,,,,,,,same,d2a390f6-e87d-4676-8bff-0d61fc725d16,6,2,11,1,1
2017-09-06,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,more,4034424d-e074-4b65-89e2-813238a1ba73,0,3,14.5,1,2
2017-09-06,ACTED,Faryab,Maymana,yes,14000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,,,,more,dc434f7b-9ca5-4f66-a553-3707f1c882fc,0,3,11,1,2
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,less_than_half,,,,same,a7760897-57be-4dc1-a64c-c9996c6c3d70,6,2,41.5,2,2
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,3186c149-1c89-4e7a-8bbc-81ea74fc8346,7,2,41.5,2,2
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,almost_all,,,,,,,,,,,,,same,181dc9f3-9f9d-4e25-9d8c-ab63f3bcee25,3,3,41.5,2,3
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,same,313f5b57-4a88-45ab-b56f-f999fb3d2d2c,4,2,35,2,2
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,same,971bcc1b-40f2-49ec-af9d-f612f80671ac,7,2,41.5,2,2
2017-09-06,ACTED,Takhar,Baharak,yes,30000,yes,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,less_than_half,,,same,5b6bee6b-7cb2-4cad-b4fc-33a492d25a05,8,2,35,2,2
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,yes,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,,,,same,225e5056-8ed8-4ef6-b483-6b7e343dd248,3,3,34.5,2,3
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,less_than_half,,less_than_half,,less_than_half,,,,same,1aac3787-fc45-497a-8e59-e666f9ce7911,9,2,24.5,1,1
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,less_than_half,,,,,less_than_half,,,,,less_than_half,,,less,d7a824d6-b457-4d54-aee9-0c7ef7f9d18a,4,2,30.5,2,2
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,more_than_half,,,,,,,less_than_half,,,,,,less,44ccf481-dbe1-4d86-97e8-49de603cdbaa,3,3,36.5,2,3
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,,,almost_all,,,,,,less,69bf3cc0-5dfd-4ba3-a5f9-b6e0bd923c8c,2,3,36.5,2,3
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,,,,,,,less_than_half,,almost_nothing,,,,less,d119065e-0801-416f-9659-f69b3b7e893e,1,3,48,3,3
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_little,,,,,,,,almost_nothing,,,almost_all,,,same,33eb2436-6649-4eed-9627-826c3f6704ba,2,3,37.5,2,3
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,less_than_half,less_than_half,,,,less_than_half,,,,,,,,same,c9769cb5-2020-4b76-9ed0-cd66bcfcb9f5,4,2,36.5,2,2
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,,,,more_than_half,,,,,,less,bb1c152d-aa81-4eff-88e6-c7ff1a8faa77,22,1,35.5,2,1
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,less_than_half,,less_than_half,,,,,,less,afa6b13a-e074-4e21-b66c-111faf8bfe34,23,1,47.5,3,2
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,,,,,,,,,,,same,406507d8-280e-43f2-bafe-ca85cfe3c932,19,1,33.5,2,1
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_lot,less_than_half,,,,,,,more_than_half,,,,,,same,8e82d7f9-3e76-4581-825c-6efa91dfc975,8,2,40,2,2
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,less_than_half,,less_than_half,,,less_than_half,,,less,51aef472-0c34-45e3-a1e2-1d326e8ad60f,19,1,33.5,2,1
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_lot,more_than_half,less_than_half,,less_than_half,,less_than_half,,less_than_half,,,,,,less,0927eb9f-0d85-4374-ac54-3270a4c938e1,20,1,36.5,2,1
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_lot,more_than_half,,,less_than_half,,,,less_than_half,,,,,,less,c8ae00be-f8e5-4b25-801e-3fc17f778239,11,1,66.5,3,2
2017-09-06,DRC,Laghman,Mehtarlam,yes,30000,no,no,yes_improved_a_little,more_than_half,,,less_than_half,,less_than_half,,less_than_half,,,,,,less,84373cdf-93e0-4eb0-910c-a27de0d3a1cc,7,2,40.5,2,2
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,no,yes_improved_a_lot,,,,,,less_than_half,,more_than_half,,,,,,same,578d06c5-e95e-4b27-a993-3d132d6906c7,10,1,37,2,1
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,yes,yes_improved_a_lot,less_than_half,less_than_half,,,,,,,,almost_nothing,,,,same,966380f0-71c1-4d06-bd43-09aed13b7070,4,2,40,2,2
2017-09-06,ACTED,Baghlan,Pul_e_khumri,yes,18000,no,yes,yes_improved_a_lot,,,,,,less_than_half,,less_than_half,,,less_than_half,,,same,34d268d5-700d-472c-a10f-cc27766aaeba,5,2,37.5,2,2
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,same,891de665-5dc9-4c54-b32a-1cba5005b0e3,4,2,28.5,2,2
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,less_than_half,,,same,1779ceba-d371-4a69-8af3-0f62cab4ba0e,4,2,25,1,1
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,,,,less_than_half,,,same,b2506040-d719-4643-a04f-2f1f4857b1fa,4,2,24.5,1,1
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,less_than_half,less_than_half,less_than_half,,less_than_half,less_than_half,,,,,less,1b524428-0dd7-446d-b6fa-1ad1d90b1940,3,3,35,2,3
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,,,,less,eb5993a6-f52b-42ed-9378-e49a29b7c6f9,2,3,48.5,3,3
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,more_than_half,,,,,less_than_half,,,,,less_than_half,,,same,80372b36-5364-4015-88cf-f3899c0aeae0,4,2,28.5,2,2
2017-09-06,DRC,Farah,Farah,yes,26000,no,no,yes_improved_a_lot,less_than_half,,,,,less_than_half,,less_than_half,,,more_than_half,,,same,d1543f21-19ae-4b48-994a-540aa561aa6d,4,2,30,2,2
2017-09-06,DRC,Farah,Farah,yes,26000,no,yes,yes_improved_a_lot,,,,,,less_than_half,,less_than_half,,,less_than_half,,,less,36f6cd8f-e8e3-48b4-a358-d520c752a205,4,2,32.5,2,2
