today,general_info/q6_organization,general_info/q3_province,general_info/q4_district,s1_full_market_survey/q1_3_market_size,s1_full_market_survey/q1_4_market_appearance,s1_full_market_survey/q1_10_current_price_wheat_flour,s1_full_market_survey/q1_10_1_current_price_rice,s1_full_market_survey/q1_10_2_current_price_oil,s1_full_market_survey/q1_10_3_current_price_diesel,s1_full_market_survey/q1_17_1_room_cost_min,s1_full_market_survey/q1_17_2_room_cost_max,_uuid
2017-12-13,NRC,Nangarhar,Jalalabad,large,well_function_busy,25,76,65,50,3000,5500,e76f5041-d187-4c91-97f7-136a425fee14
2017-12-13,NRC,Nangarhar,Jalalabad,large,well_function_busy,25,75,67,50,3000,5500,02766a35-abf5-4171-ba35-d6c6773c29ce
2017-12-13,NRC,Nangarhar,Jalalabad,large,well_function_busy,25,77,69,50,3000,5500,db8603bd-8a87-4ac1-9963-2ce0f9381260
2017-12-17,ACTED,Badakhshan,Fayzabad,large,well_function_busy,30,91,90,50,1800,2000,5231ccb8-5ebe-4025-b168-3466437c80b5
2017-12-17,ACTED,Badakhshan,Fayzabad,large,well_function_busy,28,95,84,50,2000,2500,b6fa3c3e-affc-48d3-b528-c1ba601d1d55
2017-12-17,ACTED,Badakhshan,Fayzabad,large,well_function_busy,26,92,82,50,2000,2500,84560867-503a-4377-8949-01bfc7ca9da9
2017-12-19,ACTED,Baghlan,Nahrin,large,well_function_busy,24,89,80,50,1000,1000,b5bf5767-5975-4594-9e45-392e33008851
2017-12-19,ACTED,Baghlan,Nahrin,large,well_function_busy,25,91,91,51,1200,1200,58f0fc8e-6818-4a03-9ece-79c9aefa9df6
2017-12-19,ACTED,Baghlan,Nahrin,large,well_function_busy,25,92,91,50,1200,1200,f11416f8-20d6-4397-a757-f0f028487440
2017-12-20,ACF,Hilmand,Lashkargah,large,well_function_busy,29,94,65,50,1000,7000,71503f40-357e-4fc2-abed-8f845a47cb1a
2017-12-20,ACF,Hilmand,Lashkargah,large,well_function_busy,29,94,60,50,1000,7000,28d854d7-afd2-4091-bcaa-4b8f7016bcb5
2017-12-20,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,95,66,50,1000,10000,2899a6e9-2502-40e3-b423-5a8a2e1949fd
2017-12-20,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,61,70,50,1000,3000,c0b414a4-27b6-4cee-acfb-7d5b89d52627
2017-12-20,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,62,70,50,1500,2500,57c8a2ce-83ed-44d7-b690-4bb27d948f47
2017-12-20,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,59,70,50,1500,3500,bb144c7d-f690-418d-85d7-be2b510b4572
2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,65,78,50,300,8000,edc2fabd-8272-4788-808a-382f9c6fae8f
2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,23,63,80,50,350,7000,9d8e17ec-62d1-4928-afdc-0d45564b5dbc
2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,67,77,50,400,6000,fe954d16-e19b-42ea-a285-57930e28c912
2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,24,66,79,50,350,10000,b325b567-977b-47ec-bee3-1b07ccf5173f
2017-12-25,PIN,Balkh,Mazar_e_Sharif,large,well_function_busy,25,63,80,50,300,9000,2ce8b661-afc9-4a7f-acbf-94037a231800
2017-12-26,ACTED,Faryab,Maymana,medium,well_function_busy,26,77,94,50,3000,6000,a2eef323-28a7-40f3-a850-c9f8693f7375
2017-12-28,ACTED,Faryab,Maymana,large,moderate_function,25,92,77,50,2500,6000,07065646-16ec-43be-abe0-2dcb8d962388
2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,29,90,78,50,6000,12000,38befaf1-7b4f-430a-9f8c-099406f486a8
2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,28,92,94,50,7000,12000,4a2ba7ac-7010-452d-a541-d25491754b7b
2017-12-31,PIN,Logar,Pul_e_Alam,large,well_function_busy,29,92,79,50,5000,10000,a42e7083-ca9e-4188-880f-701b777faf4d
2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,25,85,70,50,600,650,48aa8961-2916-44f2-9e39-ad60ebf2ee50
2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,26,88,75,51,550,600,bb52ae10-9001-42e9-9901-d6548bd845ce
2018-01-07,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,27,90,77,51,600,650,4233b63e-028b-4f62-af63-a9a04dadfd46
2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,91,90,52,1500,1000,00892be5-e015-4a25-9013-b9fe13706f3a
2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,90,90,50,1000,1500,cffae1ef-0726-4d68-a873-74099bc4b2a6
2018-01-07,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,90,91,50,1500,1200,0783d30a-0407-478a-ba3f-ea5af81c77e4
2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,25,97,90,50,2500,3000,686bcc56-1ec5-47ee-bd35-e2b4b2d47f6a
2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,91,50,2000,2500,009265d3-bcbe-4660-9ee5-99756f0fae6b
2018-01-11,ACTED,Baghlan,Pul_e_khumri,large,well_function_busy,24,100,93,50,2500,3000,4f9e1192-a1a6-42bf-92b6-bbe281129069
2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,30,110,80,52,1000,3000,b638723b-efec-48cf-a8f6-178f5b4f8242
2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,90,75,52,800,2500,bccc0095-8b03-4828-9a8e-ba2c13b0c543
2018-01-15,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,80,70,55,500,2000,959831ca-2b5b-4e3a-95c8-ace3af13921e
2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,moderate_function,30,80,90,50,1000,2000,6154359d-f465-4edd-ac28-2702eec91df1
2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,30,90,90,50,1000,2000,2b42d7e2-3c55-425e-8591-4a1fcd20df5e
2018-01-17,ACTED,Kunduz,Dasht_e_Archi,large,well_function_busy,32,95,85,50,1000,2500,d8f673b6-d55c-4f47-9fe3-c8f1847d27f7
2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,26,109,86,50,1500,2500,07192e46-04d6-4226-a136-c2d423402bc6
2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,26,105,88,50,1500,2400,856fef6c-c583-4abe-8fe8-009882043708
2018-01-18,ACTED,Badakhshan,Fayzabad,medium,well_function_busy,25,105,90,50,1600,2500,fa854746-1d38-4c87-9209-2151f86e7e0f
2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,62,70,50,1000,3000,f2e815c1-c778-458d-aecc-0b75a9de2711
2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,61,70,52,1500,3000,2ac5071b-e8dd-49f0-a954-156dcbae6346
2018-01-16,NRC,Badghis,Qala_e_Naw,small,well_function_busy,32,64,70,50,1000,2000,b342fbf5-759a-43e5-a883-8680c4637962
2018-01-31,ACTED,Faryab,Almar,large,moderate_function,25,84,68,50,1000,2000,24c1c4b9-a7f8-429c-ba8a-5a6d07cc26bb
2018-01-31,ACTED,Faryab,Almar,large,moderate_function,25,85,69,50,1000,2000,de9aeab0-8a62-4f21-8e6c-c1f956779566
2018-01-31,ACTED,Faryab,Almar,large,moderate_function,26,88,69,50,800,1800,35d80c5e-4038-4c0a-b25c-b1d91c6b0024
2018-02-04,ACTED,Faryab,Andkhoy,large,moderate_function,23,69,78,50,2500,5000,14a31948-51c1-4f43-859c-652438711ba5
2018-02-04,ACTED,Faryab,Andkhoy,large,moderate_function,23,70,77,50,3000,6000,f68d16af-d1ae-49d3-a992-e95fae23609a
2018-02-04,ACTED,Faryab,Andkhoy,large,well_function_busy,23,71,78,50,2500,6000,e719b93a-2486-42ee-afa3-98bce8a27748
2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,92,70,50,2100,3000,314488ef-874a-4d6d-b88a-7d2533e86db9
2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,100,75,50,2000,4000,a00dd3f2-5a47-42a9-8e30-2ef066190e30
2018-02-06,ACF,Hilmand,Lashkargah,medium,well_function_busy,30,100,77,50,2000,3000,74b3c774-d705-48ab-8692-bb0a7217a174
2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,95,90,51,1500,5000,c902ff39-b102-4977-a82d-8059d237e541
2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,25,95,95,50,1000,5000,6578d520-e7f1-47bf-b2b3-08198fe59b0b
2018-02-06,ACTED,Kunduz,Emam_saheb,large,well_function_busy,23,92,95,52,1500,6000,6a20c13e-3fe0-4cf6-b779-d3f95ce37264
2017-11-28,DRC,Farah,Farah,large,well_function_busy,29,78,74,50,3500,8000,2a9dff76-6ad5-4d66-a8df-e88f4e9b0b37
2017-11-28,DRC,Farah,Farah,large,well_function_busy,29,78,75,50,4000,7500,91dfac88-5b9a-4fc9-915b-23745aab1ab0
2017-11-28,DRC,Farah,Farah,large,well_function_busy,28,80,76,50,3000,7000,9ef85a90-b43b-4fb3-9255-aff41c3d4941
2017-12-06,DRC,Parwan,Bagram,large,well_function_busy,25,90,90,48,0,0,36888e45-ed2f-40ee-a196-ea2d80934d25
2017-12-11,DRC,Farah,Farah,medium,moderate_function,26,82,67,42,2500,6000,516abea3-e72c-4ea5-a0fd-fb28d5cb0e1b
2017-12-11,DRC,Farah,Farah,medium,moderate_function,27,82,68,44,2500,6500,9ca3e780-74c8-447f-b3fa-796f2e508505
2017-12-11,DRC,Farah,Farah,medium,moderate_function,27,84,68,42,3000,7000,baec91a9-2a60-475a-b9e1-b9d8986d33f9
2017-12-17,DRC,Ghazni,Ghazni,large,well_function_busy,26,80,85,46,600,3000,2b2d50c4-c7fe-483f-84f2-af3bce899a0f
2017-12-24,NRC,Balkh,Mazar_e_Sharif,small,well_function_busy,30,70,75,45,1000,12000,4b0e8c0d-21f0-4aa4-b50e-8a674f98756e
2017-12-24,NRC,Balkh,Mazar_e_Sharif,small,well_function_busy,28,62,72,45,1000,15000,78bf4637-c136-4926-aaf5-74c8aa220dd2
2017-12-24,NRC,Balkh,Mazar_e_Sharif,small,well_function_busy,26,90,65,45,2000,10000,68c76a35-64d1-48e4-8886-c64c19d03536
2017-12-23,DRC,Laghman,Mehtarlam,large,well_function_busy,25,80,69,47,4000,1000,6522cbf5-b5b1-41c8-9903-7da749456dcc
2017-12-24,DRC,Laghman,Mehtarlam,large,well_function_busy,24,79,67,47,2000,6000,1200ea26-45f4-4552-acb6-13d22a7161af
2017-12-24,DRC,Laghman,Mehtarlam,large,well_function_busy,23,78,68,47,2000,6000,7a7d7461-6e87-44ab-81a7-17b2a15774ee
2017-12-25,DRC,Farah,Farah,medium,moderate_function,27,83,68,43,3000,8500,cf7d09e1-679a-4ad7-902c-5c46e3b19c47
2017-12-25,DRC,Farah,Farah,medium,moderate_function,28,84,67,42,3000,9000,452d13aa-2ada-47a6-8a81-fedd4c35e866
2017-12-25,DRC,Farah,Farah,medium,moderate_function,28,84,67,42,3000,9000,ba2f7d57-5d01-4c36-a0f4-591c4e2b8f25
2017-12-25,DRC,Farah,Farah,medium,moderate_function,26,82,67,42,2500,8000,2d8fbb5e-5ab9-4e6c-8198-a86e2d81c441
2017-12-24,DRC,Laghman,Mehtarlam,large,well_function_busy,24,79,67,47,1000,10000,f5f92600-4c4d-4a3a-87a8-a000e8e6e1ac
2017-12-24,DRC,Laghman,Mehtarlam,large,well_function_busy,23,78,68,47,1200,5000,f673f320-b6f5-4c97-8591-cdd877e9687f
2017-12-24,DRC,Laghman,Mehtarlam,large,well_function_busy,25,80,69,47,1000,4000,ac269e78-84b0-4cf2-bb9e-56b3aee2ec8d
2017-12-25,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,82,48,1500,2000,8072aa19-580f-4d84-8bff-f4cf96ca4398
2017-12-25,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,84,48,1200,2000,02b0388c-f3c4-4636-b602-8a021e27abc8
2017-12-26,NRC,Kunduz,Kunduz,large,well_function_busy,24,53,84,48,1800,2500,fd5daa62-3110-4862-b3ea-b218f6bec37f
2017-12-27,NRC,Kandahar,Kandahar,large,well_function_busy,26,58,63,46,4000,3500,1559ceac-c4c6-459c-ad4c-358b73b3ec56
2017-12-27,NRC,Kandahar,Kandahar,medium,well_function_busy,26,57,63,46,2000,1800,d6fae5b5-296c-4826-a90b-c484ac4c3110
2017-12-27,NRC,Kandahar,Kandahar,medium,well_function_busy,26,56,63,46,1500,1500,27547a15-7ffd-42c5-abae-edc425fb42a9
2017-12-31,DRC,Farah,Farah,medium,moderate_function,28,84,68,43,3000,6000,bba6ac6b-b7cf-4ffc-aa82-291fec75c2ba
2017-12-31,DRC,Farah,Farah,medium,moderate_function,27,82,67,42,2500,6500,5a19274c-b9ab-4d94-b223-b78d329f844a
2017-12-31,DRC,Farah,Farah,medium,moderate_function,26,82,67,42,2000,6500,a04969e1-b3f4-4b8b-83ee-077542c9b911
2018-01-02,DRC,Kabul,Kabul,large,well_function_busy,25,90,90,48,1000,3000,6a1c9db5-0765-462e-bc81-29871ef26308
2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,27,50,65,47,800,800,922c8274-bb37-45ce-bbbe-dcb0d58a2bd3
2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,26,51,64,48,800,800,679fa4bd-8fe7-4111-a7f5-6c31b9fb1212
2018-01-03,NRC,Kandahar,Zheray,medium,well_function_busy,26,52,63,49,900,900,4fea6bf1-71b5-4460-877d-ef7907012b4c
2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,27,94,80,46,6000,10000,3b31b009-990d-482c-8070-7f47613f2b7d
2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,28,95,81,45,5000,11000,a9e1311c-aba0-487b-b4ca-d216c1ada4bf
2018-01-04,PIN,Paktya,Gardez,large,well_function_busy,26,95,81,46,6000,12000,b30a786b-e276-4d0c-9634-0b718e7f7293
2018-01-07,NRC,Balkh,Mazar_e_Sharif,medium,moderate_function,27,50,70,50,3000,15000,3758d7c5-5980-4677-b967-3b87435435f6
2018-01-07,NRC,Balkh,Mazar_e_Sharif,large,well_function_busy,25,45,68,46,2000,18000,6831e3ac-e32c-4738-b48d-dc0b8f2e6b88
2018-01-07,NRC,Balkh,Mazar_e_Sharif,medium,moderate_function,30,55,70,50,2000,15000,1b9ad8af-5627-488e-a355-d98cb8c8f822
2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,28,100,85,48,5000,10000,11072677-2e1f-4707-ae86-52eb6d01eb03
2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,26,100,84,48,2000,3000,0b90766e-652e-4215-a980-6804329d3590
2018-01-07,PIN,Jawzjan,Shiberghan,large,well_function_busy,27,100,84,48,3000,3500,ec4ff3ef-9595-436c-85bd-cac5b023f5d3
2018-01-10,NRC,Kunduz,Kunduz,large,well_function_busy,24,53,82,46,1500,2000,f09ed413-deca-4319-93de-8dbcf22c99ac
2018-01-11,NRC,Kunduz,Kunduz,large,well_function_busy,24,52,84,46,1250,2000,7e069dbe-deee-448e-8390-ce961b93b761
2018-01-11,NRC,Kunduz,Kunduz,large,well_function_busy,24,54,82,46,1800,3000,09fba892-b25a-42b9-9b7a-96358ad90393
2018-01-14,DRC,Farah,Farah,medium,moderate_function,28,84,69,43,3000,5000,db09182f-e530-4078-9bf2-dda17aa7f16e
2018-01-14,DRC,Farah,Farah,medium,well_function_busy,28,83,68,43,3000,7000,323a6da2-fb97-4af4-aa6c-9701b5130d3d
2018-01-14,DRC,Farah,Farah,medium,moderate_function,29,83,70,43,3000,6000,8f98e4da-63b5-42d2-921e-ebf8e7dc57f5
2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,24,80,75,50,2000,5000,a9dd35b7-8f1a-48cc-afab-d329798838aa
2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,23,50,80,50,4000,8000,1f90397e-cea4-489a-b4cb-476a5abd2139
2018-01-17,ACTED,Takhar,Taloqan,large,well_function_busy,22,42,84,50,4000,7000,1117ed0c-9cb3-4dbd-8e07-fb7ed4a6d442
2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,31,100,80,60,1500,5000,c24f0c48-3a3f-4a58-b38b-df8600fe9740
2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,32,90,79,60,2000,6000,0ff5ca67-6bb4-4214-a692-c6fcf95870c0
2018-01-20,ACF,Daykundi,Nili,large,well_function_busy,33,99,75,60,2000,5000,208cdbba-fc2e-463b-ba9e-15f72ea5e1ce
2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,29,100,75,42,1500,2500,a0e57f70-2756-4438-a528-a8b6718e1666
2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,30,100,70,42,2000,3500,cf9b5c5f-0f96-4801-ab64-a7f3afc833c4
2018-01-21,ACF,Hilmand,Nawa_e_Barakzaiy,medium,well_function_busy,29,100,67,42,1500,3000,afe8b506-fcc4-4f57-95e0-31b0c66263d9
2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,100,73,42,2000,5000,ea0db8bf-c3b8-47a8-a2ce-dde1eb2326d6
2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,95,70,42,2000,5000,da966cf4-daf3-4d59-a6d5-ff8e812ba2fe
2018-01-21,ACF,Hilmand,Lashkargah,medium,well_function_busy,29,110,63,42,3000,5000,2fd762be-2317-4187-8d50-99fdcc0d6ce2
2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,67,76,48,1000,2500,a957b774-5f3a-45f0-8016-7d10372320ed
2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,68,76,47,1500,3000,d4c465a9-23df-4ddf-b285-1c48ba9e4bd6
2018-01-22,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,81,82,47,1000,2500,5918cc2d-8f81-48d3-8988-ce2506b3a5b1
2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,81,49,1500,2000,8dbbc6e6-b803-4722-9079-91f19a53e6fc
2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,22,49,82,49,2000,2500,0864949d-2588-4329-ba24-1293bc0475e4
2018-01-23,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,84,49,1800,2500,d071c93b-952d-4e69-a51b-0fc51ee3268a
2018-01-28,DRC,Farah,Farah,medium,moderate_function,28,84,69,43,3000,8000,b1bc9a94-0223-4b65-a0a4-7127a228f7ab
2018-01-28,DRC,Farah,Farah,medium,moderate_function,27,82,67,43,3500,7500,8eecf01d-61c0-4c49-81ed-a8e36c63921b
2018-01-28,DRC,Farah,Farah,medium,moderate_function,26,82,67,43,2500,9000,e0378182-bfc9-4efc-821b-622fefb79944
2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,24,80,79,49,600,850,7d76c647-d0c9-4d60-8eb0-2b9262ceccaf
2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,24,80,79,49,600,850,7790378a-d836-4ccf-a619-da0bc9805bbd
2018-01-29,PUI,Kunar,Chawkay,large,well_function_busy,23,80,79,49,600,850,5cdec12d-1ff1-4f49-b203-35d4ca4dc580
2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,67,75,47,1500,2500,8d70bc66-4837-4b3c-a3e6-0e6ac697d4f6
2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,27,65,72,47,1000,3000,d2fe95fc-0813-4663-a0a8-7ef60c61d52c
2018-01-29,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,25,75,80,47,1000,3000,f0174dcd-fb83-4725-a61d-bf5f6ff9b8ae
2017-12-28,DRC,Nangarhar,Jalalabad,large,well_function_busy,26,82,71,40,3000,8000,f5d26551-e5ef-40ab-925e-eeededbcec8a
2018-01-29,DRC,Laghman,Mehtarlam,large,well_function_busy,24,81,70,44,3000,6000,1606bbda-1a5e-47d8-8211-990a8a019e41
2018-01-30,DRC,Laghman,Mehtarlam,large,well_function_busy,25,83,72,46,3000,1000,dcd68326-8e7f-4a55-b9c9-525c75982e88
2018-01-31,DRC,Kabul,Kabul,large,well_function_busy,23,100,90,45,1000,1500,5b294144-75d0-4c39-9c73-5303eddaa1a8
2018-02-04,DRC,Farah,Farah,medium,moderate_function,26,83,68,43,2500,8000,1f623b83-10fd-4ba7-b3d5-84d93ef9aca3
2018-02-04,DRC,Farah,Farah,medium,moderate_function,26,84,69,43,3000,9000,a3dfc584-324f-4796-a46d-07ce18f5e4e8
2018-02-04,DRC,Farah,Farah,medium,moderate_function,27,81,69,43,3000,7000,734bc563-b629-4e2f-9a3f-ba394b88408e
2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,500,700,4e409564-a64f-4897-872c-6b9076dc0808
2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,500,750,1284be9b-8e98-4f10-b8e5-683b6f4d3533
2018-02-05,PUI,Kunar,Chawkay,large,well_function_busy,23,87,65,50,600,700,082ec46b-0bab-4b11-8b44-48141a692da5
2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,22,49,82,49,1500,2000,11d18083-f32e-4667-9fcf-223a1455e677
2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,80,49,2000,2500,4feaa6d9-1568-4465-a197-e09d64d660ed
2018-02-07,NRC,Kunduz,Kunduz,large,well_function_busy,24,50,86,49,2000,2800,7f7dd0ca-658a-4aff-a009-eabdd5766ede
2017-08-13,NRC,Kandahar,Kandahar,large,well_function_busy,29,79,65,50,2000,6000,88afb983-5181-4ed6-a566-9353dae987d4
2017-08-13,NRC,Kandahar,Kandahar,large,well_function_busy,28,80,65,55,1000,1500,c230c28e-6a69-4b31-8195-748f72900470
2017-08-13,NRC,Kandahar,Kandahar,large,well_function_busy,29,79,70,55,1000,1500,21b562f4-8381-4250-8759-ab7ac1d30f3f
2017-08-30,NRC,Kandahar,Kandahar,large,well_function_busy,27,79,66,53,800,1000,de426a6e-6a72-47de-bf25-202b90517c70
2017-08-30,NRC,Kandahar,Kandahar,large,well_function_busy,28,80,67,50,700,1000,b5a1ad52-b862-477e-8cdf-d22a60446d59
2017-08-30,NRC,Kandahar,Kandahar,large,well_function_busy,27,80,65,52,900,1200,fc7a717e-1dbf-4f7c-b545-36a8520ea931
2017-09-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,26,75,80,50,1000,2500,d6877800-30ec-4e1b-a059-54cb0ece6a46
2017-09-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,30,82,85,50,1500,2500,3e674981-d0e7-43da-ae22-70aab0cce226
2017-09-13,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,27,75,80,50,1000,3000,ff656a71-98d7-432d-a9a1-c26ecfadac6f
2017-09-12,NRC,Kandahar,Zheray,medium,moderate_function,20,90,65,51,0,0,41bb8012-9f75-4ee5-ae86-fd29cfb885f8
2017-09-17,NRC,Kandahar,Zheray,medium,moderate_function,20,90,65,51,0,0,be8c89d9-ee75-4a57-8c05-1f5a0662c0af
2017-09-17,NRC,Kandahar,Zheray,medium,moderate_function,21,89,65,52,0,0,28073597-2feb-435d-a761-62b2187218da
2017-09-27,ACF,Daykundi,Nili,large,well_function_busy,28,70,85,48,2000,7000,9a9af569-3a2d-4444-912e-b64f755dfdf7
2017-09-27,ACF,Daykundi,Nili,large,well_function_busy,29,70,85,49,2000,8000,23ebc5e2-5b0c-4785-9c00-fa90d4203450
2017-09-27,ACF,Daykundi,Nili,large,well_function_busy,30,80,85,45,3000,7000,29533d94-0118-4bfd-b2c3-92eae9e4d85c
2017-10-11,NRC,Hirat,Hirat,large,well_function_busy,23,50,65,45,2500,10000,36c95115-29a4-4619-b1de-b06fa28eb569
2017-10-11,NRC,Hirat,Hirat,large,well_function_busy,22,50,64,45,2500,6000,751b9c34-651a-4242-ac8f-d897b82cd3e0
2017-10-11,NRC,Hirat,Hirat,large,well_function_busy,22,50,64,45,2500,8000,eac18a28-5176-402d-8ace-5de9d1989fb9
2017-10-11,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,27,75,80,50,1000,3000,fbace162-e16b-4516-9f48-1a30f10919aa
2017-10-11,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,28,77,80,50,1000,3500,d576422e-79b9-4916-8ac5-7a2c42fb428d
2017-10-11,NRC,Sar_e_Pul,Sar_e_Pul,medium,well_function_busy,30,80,85,50,1500,3000,9ea960d0-e708-40e1-a7b0-152fd92775ea
2017-10-12,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,64,50,2000,3500,b4289300-d607-456f-bb93-a72f91906765
2017-10-12,NRC,Kunduz,Kunduz,large,well_function_busy,24,51,65,50,1500,2500,9070ab8d-ea69-484c-9bc1-ad77a75d85ff
2017-10-12,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,64,50,2500,3500,847d1dcf-fb14-406c-aed6-aafe9cff20ec
2017-10-17,NRC,Zabul,Qalat,large,well_function_busy,23,52,68,54,800,1000,63030d91-be18-40c3-81ce-78590ef0cb97
2017-10-17,NRC,Zabul,Qalat,large,well_function_busy,23,51,66,52,900,1100,069ce52a-3526-45d4-a105-a73550476f4e
2017-10-17,NRC,Zabul,Qalat,large,well_function_busy,22,53,67,50,1000,1200,6b0bb54e-f776-4c6e-ab70-00c26a6d845c
2017-10-23,NRC,Hirat,Hirat,large,well_function_busy,20,50,60,55,1000,1800,9236ae1f-2f8a-4569-905b-6e07de8817b4
2017-10-23,NRC,Hirat,Hirat,large,well_function_busy,25,53,66,55,2000,2500,8da7c456-76ad-42e9-a911-d5418bd682b0
2017-10-23,NRC,Hirat,Hirat,large,well_function_busy,23,50,64,50,1000,2000,e886da8f-12ba-4480-9753-ddecec7e6428
2017-10-28,NRC,Uruzgan,Tirinkot,large,moderate_function,30,67,75,50,1500,5000,5cae545f-2d2e-4b04-8d4f-58f4321d2e7c
2017-10-29,NRC,Uruzgan,Tirinkot,large,moderate_function,31,67,74,50,1400,4500,3cad5fb3-96cd-4664-9be7-fbab1d6e7b3e
2017-10-29,NRC,Uruzgan,Tirinkot,medium,moderate_function,30,66,74,50,1500,4500,4a4502bc-bc0b-4d2b-94ff-8dab45c2e392
2017-11-02,NRC,Kunduz,Kunduz,large,well_function_busy,23,50,64,50,2000,3500,55679918-70f0-4499-871f-5ee526c933fa
2017-11-02,NRC,Kunduz,Kunduz,large,well_function_busy,22,50,64,50,1500,3000,46d88d22-33c1-4e03-a615-abec8e3b64b2
2017-11-02,NRC,Kunduz,Kunduz,large,well_function_busy,21,50,64,50,2000,3500,61f53f2f-faeb-41b0-9c5e-707086a0effd
2017-11-05,NRC,Hirat,Hirat,large,well_function_busy,23,50,63,50,1500,2000,dea971bb-c9b0-45c4-acd3-c03b0548a783
2017-11-05,NRC,Hirat,Hirat,large,well_function_busy,24,54,65,54,2000,3000,d8be5d6a-598a-495f-a2d2-c49de9970267
2017-11-08,NRC,Kandahar,Kandahar,large,well_function_busy,26,84,80,51,1000,1500,54c6f3a3-3b60-4752-b8c3-472065e14d61
